,Year,Disaster Subgroup,Disaster Type,Event Name,ISO,Country,Region,Continent,Latitude,Longitude,Local Time,Total Damages ('000 US$)
13841,2015,Climatological,Wildfire,Valley Fire,USA,United States of America,Northern America,Americas,,,,150000.0
13842,2015,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,500000.0
13843,2015,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,950000.0
13844,2015,Hydrological,Flood,,USA,United States of America,Northern America,Americas,356.658,-910.83,,600000.0
13845,2015,Meteorological,Storm,Storm Octavia,USA,United States of America,Northern America,Americas,,,,100000.0
13846,2015,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,150000.0
13847,2015,Climatological,Drought,,ZAF,South Africa,Southern Africa,Africa,,,,250000.0
13848,2015,Hydrological,Flood,,TUR,Turkey,Western Asia,Asia,,,,
13849,2015,Meteorological,Storm,Typhoon 'Soudelor' (Hanna),TWN,Taiwan,Eastern Asia,Asia,,,,
13850,2015,Meteorological,Storm,,TZA,Tanzania,Eastern Africa,Africa,-4.31417,33.75,,
13851,2015,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,2000000.0
13852,2015,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,140000.0
13853,2015,Meteorological,Storm,Joaquin,USA,United States of America,Northern America,Americas,335.033,-804.93,,2000000.0
13854,2015,Meteorological,Storm,Cyclone 'Pam',VUT,Vanuatu,Melanesia,Oceania,,,,449400.0
13855,2015,Meteorological,Storm,Cyclone Megh,YEM,Yemen,Western Asia,Asia,,,,
13856,2015,Meteorological,Storm,,ZWE,Zimbabwe,Eastern Africa,Africa,,,,
13857,2015,Meteorological,Storm,Cyclone 'Pam',TUV,Tuvalu,Polynesia,Oceania,,,,
13858,2015,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,80000.0
13859,2015,Hydrological,Flood,,USA,United States of America,Northern America,Americas,34.1936,-97.99,,2700000.0
13860,2015,Climatological,Drought,,THA,Thailand,South-Eastern Asia,Asia,,,,3300000.0
13861,2015,Geophysical,Earthquake,,TJK,Tajikistan,Central Asia,Asia,38.211,72.78,,5000.0
13862,2015,Hydrological,Landslide,,TJK,Tajikistan,Central Asia,Asia,,,,
13863,2015,Climatological,Drought,,TON,Tonga,Polynesia,Oceania,,,,
13864,2015,Hydrological,Flood,,TUR,Turkey,Western Asia,Asia,,,,
13865,2015,Meteorological,Storm,Typhoon Chan-Home,TWN,Taiwan,Eastern Asia,Asia,,,,
13866,2015,Meteorological,Storm,Typhoon Dujuan,TWN,Taiwan,Eastern Asia,Asia,,,,26000.0
13867,2015,Biological,Epidemic,Cholera,TZA,Tanzania,Eastern Africa,Africa,,,,
13868,2015,Biological,Epidemic,Cholera,TZA,Tanzania,Eastern Africa,Africa,,,,
13869,2015,Hydrological,Flood,,TZA,Tanzania,Eastern Africa,Africa,-5.06017,36.89,,
13870,2015,Hydrological,Flood,,URY,Uruguay,South America,Americas,-32.6329,-55.7,,
13871,2015,Hydrological,Flood,,URY,Uruguay,South America,Americas,,,,
13872,2015,Hydrological,Flood,,URY,Uruguay,South America,Americas,-299.568,-535.72,,
13873,2015,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,1000000.0
13874,2015,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,100000.0
13875,2015,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,3000000.0
13876,2015,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,170000.0
13877,2015,Hydrological,Flood,,USA,United States of America,Northern America,Americas,,,,
13878,2015,Hydrological,Flood,,USA,United States of America,Northern America,Americas,,,,2000.0
13879,2015,Climatological,Wildfire,,USA,United States of America,Northern America,Americas,,,,1400000.0
13880,2015,Climatological,Wildfire,Butte fire,USA,United States of America,Northern America,Americas,,,,400000.0
13881,2015,Climatological,Drought,,USA,United States of America,Northern America,Americas,,,,4500000.0
13882,2015,Climatological,Wildfire,,USA,United States of America,Northern America,Americas,,,,2000.0
13883,2015,Hydrological,Flood,,USA,United States of America,Northern America,Americas,,,,100000.0
13884,2015,Hydrological,Flood,,VEN,Venezuela,South America,Americas,,,,
13885,2015,Meteorological,Storm,Tropical storm Kujira,VNM,Vietnam,South-Eastern Asia,Asia,,,,
13886,2015,Climatological,Drought,,VNM,Vietnam,South-Eastern Asia,Asia,,,,6750000.0
13887,2015,Hydrological,Flood,,VNM,Vietnam,South-Eastern Asia,Asia,205.669,104.76,,
13888,2015,Climatological,Drought,,WSM,Samoa,Polynesia,Oceania,,,,
13889,2015,Meteorological,Storm,Cyclone Chapala,YEM,Yemen,Western Asia,Asia,,,,200000.0
13890,2015,Biological,Epidemic,,YEM,Yemen,Western Asia,Asia,,,,
13891,2015,Geophysical,Earthquake,,COD,Democratic Republic of Congo,Middle Africa,Africa,-2.091,28.952,,
13892,2015,Climatological,Wildfire,,COD,Democratic Republic of Congo,Middle Africa,Africa,,,,
13893,2015,Hydrological,Flood,,COD,Democratic Republic of Congo,Middle Africa,Africa,,,,
13894,2015,Hydrological,Flood,,COD,Democratic Republic of Congo,Middle Africa,Africa,,,,
13895,2015,Meteorological,Storm,Typhoon 'Soudelor' (Hanna),MNP,Northern Mariana Islands,Micronesia,Oceania,,,11:30,
13896,2015,Geophysical,Earthquake,,TLS,Timor-Leste,South-Eastern Asia,Asia,-8.3381,124.8754,,4000.0
13897,2015,Biological,Epidemic,Cholera,SSD,South Sudan,Northern Africa,Africa,,,,
13898,2016,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,125000.0
13899,2016,Meteorological,Storm,,USA,United States of America,Northern America,Americas,349.452,805.54,,1000000.0
13900,2016,Hydrological,Flood,,ARG,Argentina,South America,Americas,,,,2000.0
13901,2016,Climatological,Drought,,CHN,China,Eastern Asia,Asia,,,,3000000.0
13902,2016,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,2400000.0
13903,2016,Meteorological,Storm,Hurricane Hermine,USA,United States of America,Northern America,Americas,,,,600000.0
13904,2016,Hydrological,Flood,,URY,Uruguay,South America,Americas,-324.347,-561.95,,3000.0
13905,2016,Hydrological,Flood,,TJK,Tajikistan,Central Asia,Asia,,,,
13906,2016,Meteorological,Storm,Typhoon Megi,TWN,Taiwan,Eastern Asia,Asia,,,,110000.0
13907,2016,Hydrological,Flood,,USA,United States of America,Northern America,Americas,,,,550000.0
13908,2016,Hydrological,Flood,,BOL,Bolivia,South America,Americas,,,,
13909,2016,Hydrological,Flood,,COL,Colombia,South America,Americas,,,,
13910,2016,Hydrological,Flood,,DOM,Dominican Republic,Caribbean,Americas,18.92,-70.125,,
13911,2016,Geophysical,Earthquake,,TWN,Taiwan,Eastern Asia,Asia,22.938,120.6,03:57,700000.0
13912,2016,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,3900000.0
13913,2016,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,1700000.0
13914,2016,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,1200000.0
13915,2016,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,2300000.0
13916,2016,Hydrological,Flood,,USA,United States of America,Northern America,Americas,,,,2000000.0
13917,2016,Hydrological,Flood,,USA,United States of America,Northern America,Americas,308.574,-955.37,,300000.0
13918,2016,Meteorological,Storm,Typhoon Ferdie (Meranti),TWN,Taiwan,Eastern Asia,Asia,,,,70000.0
13919,2016,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,1100000.0
13920,2016,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,1600000.0
13921,2016,Meteorological,Storm,Hurricane 'Matthew',USA,United States of America,Northern America,Americas,,,,10000000.0
13922,2016,Meteorological,Storm,Tropical storm Otto,CRI,Costa Rica,Central America,Americas,,,,
13923,2016,Meteorological,Storm,,EGY,Egypt,Northern Africa,Africa,,,,25000.0
13924,2016,Climatological,Drought,,BOL,Bolivia,South America,Americas,,,,450000.0
13925,2016,Climatological,Drought,,SSD,South Sudan,Northern Africa,Africa,,,,
13926,2016,Meteorological,Storm,Storm Jonas (Snowzilla),USA,United States of America,Northern America,Americas,,,,550000.0
13927,2016,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,1200000.0
13928,2016,Geophysical,Earthquake,,TJK,Tajikistan,Central Asia,Asia,38.883,70.626,,
13929,2016,Meteorological,Storm,Cyclone Ulla,TON,Tonga,Polynesia,Oceania,,,,
13930,2016,Meteorological,Storm,Cyclone Winston,TON,Tonga,Polynesia,Oceania,,,,
13931,2016,Meteorological,Storm,Tropical cyclone Zena,TON,Tonga,Polynesia,Oceania,,,,
13932,2016,Meteorological,Storm,Typhoon Butchoy (Nepartak),TWN,Taiwan,Eastern Asia,Asia,,,,
13933,2016,Meteorological,Extreme temperature ,,TWN,Taiwan,Eastern Asia,Asia,,,,
13934,2016,Geophysical,Earthquake,,TZA,Tanzania,Eastern Africa,Africa,1.036,31.618,15.27,458000.0
13935,2016,Hydrological,Flood,,TZA,Tanzania,Eastern Africa,Africa,,,,
13936,2016,Hydrological,Flood,,TZA,Tanzania,Eastern Africa,Africa,-476.168,355.05,,
13937,2016,Hydrological,Flood,,TZA,Tanzania,Eastern Africa,Africa,-689.427,360,,
13938,2016,Geophysical,Earthquake,,UGA,Uganda,Eastern Africa,Africa,-1.036,31.618,,
13939,2016,Hydrological,Flood,,UGA,Uganda,Eastern Africa,Africa,,,,2700.0
13940,2016,Hydrological,Landslide,,UGA,Uganda,Eastern Africa,Africa,,,,
13941,2016,Meteorological,Extreme temperature ,,UKR,Ukraine,Eastern Europe,Europe,,,,
13942,2016,Climatological,Wildfire,,USA,United States of America,Northern America,Americas,,,,150000.0
13943,2016,Climatological,Wildfire,Sand Fire,USA,United States of America,Northern America,Americas,,,,50000.0
13944,2016,Climatological,Wildfire,Clayton Fire,USA,United States of America,Northern America,Americas,,,,100000.0
13945,2016,Hydrological,Flood,,USA,United States of America,Northern America,Americas,,,,
13946,2016,Hydrological,Flood,,USA,United States of America,Northern America,Americas,29.988,-91.8,,10000000.0
13947,2016,Meteorological,Storm,Hurricane 'Matthew',VCT,Saint Vincent and the Grenadines,Caribbean,Americas,,,,
13948,2016,Meteorological,Storm,Storm Mirinae,VNM,Vietnam,South-Eastern Asia,Asia,,,,191000.0
13949,2016,Hydrological,Flood,,YEM,Yemen,Western Asia,Asia,,,,
13950,2016,Hydrological,Landslide,,YEM,Yemen,Western Asia,Asia,,,,
13951,2016,Meteorological,Extreme temperature ,,ZAF,South Africa,Southern Africa,Africa,,,,
13952,2016,Hydrological,Flood,,ZAF,South Africa,Southern Africa,Africa,,,,180000.0
13953,2016,Hydrological,Flood,,SRB,Serbia,Southern Europe,Europe,,,,100000.0
13954,2016,Climatological,Drought,,TLS,Timor-Leste,South-Eastern Asia,Asia,,,,
13955,2016,Biological,Epidemic,Cholera,SSD,South Sudan,Northern Africa,Africa,,,,
13956,2016,Hydrological,Flood,,SSD,South Sudan,Northern Africa,Africa,,,,
13957,2016,Hydrological,Flood,,ALB,Albania,Southern Europe,Europe,42.254,19.446,,
13958,2016,Hydrological,Landslide,,ARM,Armenia,Western Asia,Asia,,,,
13959,2016,Biological,Epidemic,Dengue,AUS,Australia,Australia and New Zealand,Oceania,,,,
13960,2016,Hydrological,Flood,,AUS,Australia,Australia and New Zealand,Oceania,-33.277,139.898,,25000.0
13961,2016,Biological,Epidemic,Cholera,BDI,Burundi,Eastern Africa,Africa,,,,
13962,2016,Biological,Epidemic,Cholera,BEN,Benin,Western Africa,Africa,,,,
13963,2016,Biological,Epidemic,Yellow fever,BRA,Brazil,South America,Americas,,,,
13964,2016,Meteorological,Storm,,CHN,China,Eastern Asia,Asia,,,,23000.0
13965,2016,Geophysical,Earthquake,,CHN,China,Eastern Asia,Asia,39.238,74.047,22:24,5500.0
13966,2016,Geophysical,Earthquake,,CHN,China,Eastern Asia,Asia,43.823,86.345,13:15,135000.0
13967,2016,Geophysical,Earthquake,,CHN,China,Eastern Asia,Asia,26.077,99.539,01:05,60000.0
13968,2016,Meteorological,Storm,Typhoon Karen (Sarika),CHN,China,Eastern Asia,Asia,,,,890000.0
13969,2016,Meteorological,Storm,Typhoon Lawin (Haima),CHN,China,Eastern Asia,Asia,,,,
13970,2016,Meteorological,Storm,Tropical storm Dianmu,CHN,China,Eastern Asia,Asia,,,,
13971,2016,Meteorological,Storm,Typhoon Carina (Nida),CHN,China,Eastern Asia,Asia,,,,123000.0
13972,2016,Hydrological,Flood,,CHN,China,Eastern Asia,Asia,,,,130000.0
13973,2016,Hydrological,Flood,,CHN,China,Eastern Asia,Asia,,,,21000.0
13974,2016,Hydrological,Flood,,COL,Colombia,South America,Americas,,,,
13975,2016,Biological,Epidemic,Yellow fever,COL,Colombia,South America,Americas,,,,
13976,2016,Hydrological,Flood,,ESP,Spain,Southern Europe,Europe,,,,50000.0
13977,2016,Climatological,Drought,,FSM,Micronesia,Micronesia,Oceania,,,,
13978,2016,Biological,Epidemic,Cholera,GHA,Ghana,Western Africa,Africa,,,,
13979,2017,Hydrological,Flood,,CIV,Côte d’Ivoire,Western Africa,Africa,,,,
13980,2017,Meteorological,Storm,,AUT,Austria,Western Europe,Europe,,,,1200.0
13981,2017,Meteorological,Storm,Tropical depression'16/Hurricane 'Nate',CRI,Costa Rica,Central America,Americas,,,,185000.0
13982,2017,Meteorological,Storm,Hurricane 'Maria',DMA,Dominica,Caribbean,Americas,,,,1456000.0
13983,2017,Meteorological,Storm,Hurricane 'Maria',DOM,Dominican Republic,Caribbean,Americas,,,,63000.0
13984,2017,Meteorological,Storm,,CHN,China,Eastern Asia,Asia,,,,76000.0
13985,2017,Hydrological,Flood,,CHN,China,Eastern Asia,Asia,,,,93000.0
13986,2017,Hydrological,Flood,,COL,Colombia,South America,Americas,,,,2000.0
13987,2017,Meteorological,Storm,,AFG,Afghanistan,Southern Asia,Asia,,,,
13988,2017,Meteorological,Storm,,AFG,Afghanistan,Southern Asia,Asia,,,,
13989,2017,Hydrological,Flood,,CHN,China,Eastern Asia,Asia,,,,277000.0
13990,2017,Hydrological,Flood,,ALB,Albania,Southern Europe,Europe,449.847,152.152,,8900.0
13991,2017,Hydrological,Landslide,,BGD,Bangladesh,Southern Asia,Asia,,,,
13992,2017,Hydrological,Flood,,BRA,Brazil,South America,Americas,-8.096,-38.231,,100000.0
13993,2017,Hydrological,Flood,,CHL,Chile,South America,Americas,,,,
13994,2017,Hydrological,Flood,,CHL,Chile,South America,Americas,-30.939,-70.249,,2000.0
13995,2017,Geophysical,Earthquake,,CHN,China,Eastern Asia,Asia,33.193,103.855,21:20,500000.0
13996,2017,Hydrological,Flood,,CHN,China,Eastern Asia,Asia,,,,107000.0
13997,2017,Hydrological,Flood,,CHN,China,Eastern Asia,Asia,,,,6000000.0
13998,2017,Hydrological,Flood,,CHN,China,Eastern Asia,Asia,,,,145000.0
13999,2017,Hydrological,Flood,,COL,Colombia,South America,Americas,,,,
14000,2017,Geophysical,Earthquake,,GRC,Greece,Southern Europe,Europe,38.915,26.371,15:29,
14001,2017,Hydrological,Flood,,GRC,Greece,Southern Europe,Europe,38.261,23.529,,
14002,2017,Geophysical,Earthquake,,GRC,Greece,Southern Europe,Europe,36.925,27.414,01:31,
14003,2017,Meteorological,Storm,,CHN,China,Eastern Asia,Asia,,,,3400000.0
14004,2017,Meteorological,Storm,,DEU,Germany,Western Europe,Europe,,,,159000.0
14005,2017,Hydrological,Flood,,CHN,China,Eastern Asia,Asia,,,,75000.0
14006,2017,Climatological,Wildfire,Sir Ivan fire,AUS,Australia,Australia and New Zealand,Oceania,,,,20000.0
14007,2017,Climatological,Wildfire,"Gustafsen, Wildwood, Elephant Hill Fires",CAN,Canada,Northern America,Americas,,,,
14008,2017,Climatological,Wildfire,,CHL,Chile,South America,Americas,,,,550000.0
14009,2017,Climatological,Wildfire,,ESP,Spain,Southern Europe,Europe,,,,
14010,2017,Meteorological,Storm,Debbie,AUS,Australia,Australia and New Zealand,Oceania,,,,2700000.0
14011,2017,Hydrological,Landslide,,BDI,Burundi,Eastern Africa,Africa,,,,
14012,2017,Hydrological,Landslide,,CHL,Chile,South America,Americas,,,09:20,
14013,2017,Meteorological,Storm,Typhoon 'Hato',CHN,China,Eastern Asia,Asia,,,,3500000.0
14014,2017,Meteorological,Storm,Tropical depression'16/Hurricane 'Nate',COL,Colombia,South America,Americas,,,,
14015,2017,Meteorological,Storm,Hurricane 'Irma',CUB,Cuba,Caribbean,Americas,,,,540000.0
14016,2017,Meteorological,Storm,Hurricane 'Irma',DOM,Dominican Republic,Caribbean,Americas,,,,
14017,2017,Meteorological,Storm,Hurricane 'Maria',GLP,Guadeloupe,Caribbean,Americas,,,,120000.0
14018,2017,Climatological,Drought,,AGO,Angola,Middle Africa,Africa,,,,
14019,2017,Hydrological,Landslide,,AFG,Afghanistan,Southern Asia,Asia,,,,
14020,2017,Hydrological,Landslide,,AFG,Afghanistan,Southern Asia,Asia,,,,
14021,2017,Meteorological,Extreme temperature ,,ALB,Albania,Southern Europe,Europe,,,,
14022,2017,Meteorological,Extreme temperature ,,BLR,Belarus,Eastern Europe,Europe,,,,
14023,2017,Meteorological,Extreme temperature ,,DZA,Algeria,Northern Africa,Africa,,,,
14024,2017,Meteorological,Extreme temperature ,,GRC,Greece,Southern Europe,Europe,,,,
14025,2017,Hydrological,Flood,,AFG,Afghanistan,Southern Asia,Asia,,,,
14026,2017,Hydrological,Flood,,AGO,Angola,Middle Africa,Africa,-8.718,13.656,,2000.0
14027,2017,Meteorological,Storm,Hurricane 'Irma',AIA,Anguilla,Caribbean,Americas,,,,200000.0
14028,2017,Hydrological,Flood,,ARE,United Arab Emirates,Western Asia,Asia,,,,
14029,2017,Hydrological,Flood,,ARG,Argentina,South America,Americas,,,,
14030,2017,Hydrological,Landslide,,ARG,Argentina,South America,Americas,,,,
14031,2017,Hydrological,Flood,,ARG,Argentina,South America,Americas,,,,
14032,2017,Hydrological,Flood,,ARG,Argentina,South America,Americas,-45.953,-67.939,,
14033,2017,Meteorological,Storm,Hurricane 'Irma',ATG,Antigua and Barbuda,Caribbean,Americas,,,,250000.0
14034,2017,Meteorological,Storm,,AUS,Australia,Australia and New Zealand,Oceania,,,,490000.0
14035,2017,Meteorological,Storm,,AUT,Austria,Western Europe,Europe,,,,
14036,2017,Biological,Epidemic,Dengue,BFA,Burkina Faso,Western Africa,Africa,,,,
14037,2017,Hydrological,Flood,,BFA,Burkina Faso,Western Africa,Africa,,,,
14038,2017,Meteorological,Storm,,BGD,Bangladesh,Southern Asia,Asia,,,,
14039,2017,Hydrological,Flood,,BGD,Bangladesh,Southern Asia,Asia,,,,128000.0
14040,2017,Meteorological,Storm,Cyclone Mora,BGD,Bangladesh,Southern Asia,Asia,,,,
14041,2017,Biological,Epidemic,Diphteria,BGD,Bangladesh,Southern Asia,Asia,,,,
14042,2017,Hydrological,Flood,,BGD,Bangladesh,Southern Asia,Asia,,,,500000.0
14043,2017,Meteorological,Storm,Hurricane 'Irma',BHS,Bahamas,Caribbean,Americas,,,,2000.0
14044,2017,Biological,Epidemic,Yellow fever,BRA,Brazil,South America,Americas,,,,
14045,2017,Meteorological,Storm,Hurricane 'Irma',BRB,Barbados,Caribbean,Americas,,,,
14046,2017,Hydrological,Flood,,BWA,Botswana,Southern Africa,Africa,,,,
14047,2017,Meteorological,Storm,,CAF,Central African Republic,Middle Africa,Africa,,,,
14048,2017,Hydrological,Flood,,CAF,Central African Republic,Middle Africa,Africa,7.223,17.145,,
14049,2017,Hydrological,Flood,,CAN,Canada,Northern America,Americas,45.575,-74.406,,200000.0
14050,2017,Hydrological,Flood,,CAN,Canada,Northern America,Americas,,,,
14051,2017,Geophysical,Mass movement (dry),,CHE,Switzerland,Western Europe,Europe,,,,
14052,2017,Hydrological,Flood,,CHL,Chile,South America,Americas,-27.122,-69.952,,
14053,2017,Meteorological,Storm,,CHN,China,Eastern Asia,Asia,,,,200000.0
14054,2017,Meteorological,Storm,,CHN,China,Eastern Asia,Asia,,,,61000.0
14055,2017,Meteorological,Storm,,CHN,China,Eastern Asia,Asia,,,,28000.0
14056,2017,Geophysical,Earthquake,,CHN,China,Eastern Asia,Asia,,,,31000.0
14057,2017,Geophysical,Earthquake,,CHN,China,Eastern Asia,Asia,,,05:58,2000.0
14058,2017,Geophysical,Earthquake,,CHN,China,Eastern Asia,Asia,29.833,94.978,,
14059,2017,Hydrological,Landslide,,CHN,China,Eastern Asia,Asia,,,07:30,
14060,2017,Hydrological,Landslide,,CHN,China,Eastern Asia,Asia,,,,
14061,2017,Hydrological,Landslide,,CHN,China,Eastern Asia,Asia,,,,2300.0
14062,2017,Hydrological,Landslide,,CHN,China,Eastern Asia,Asia,,,05:38,
14063,2017,Meteorological,Storm,Tropical Storm Talas,CHN,China,Eastern Asia,Asia,,,,3600.0
14064,2017,Meteorological,Storm,Typhoon Nesat & Haitang,CHN,China,Eastern Asia,Asia,,,,57000.0
14065,2017,Meteorological,Storm,Tropical storm 'Pakhar'/'Jolina',CHN,China,Eastern Asia,Asia,,,,56000.0
14066,2017,Climatological,Drought,,CHN,China,Eastern Asia,Asia,,,,122000.0
14067,2017,Hydrological,Flood,,CHN,China,Eastern Asia,Asia,,,,115000.0
14068,2017,Hydrological,Flood,,CHN,China,Eastern Asia,Asia,,,,37000.0
14069,2017,Hydrological,Flood,,CHN,China,Eastern Asia,Asia,,,,315000.0
14070,2017,Hydrological,Flood,,CHN,China,Eastern Asia,Asia,29.612,113.645,,361000.0
14071,2017,Hydrological,Flood,,CHN,China,Eastern Asia,Asia,,,,429000.0
14072,2017,Hydrological,Flood,,CHN,China,Eastern Asia,Asia,,,,492000.0
14073,2017,Biological,Epidemic,Dengue,CIV,Côte d’Ivoire,Western Africa,Africa,,,,
14074,2017,Hydrological,Flood,,CMR,Cameroon,Middle Africa,Africa,,,,
14075,2017,Hydrological,Landslide,,COL,Colombia,South America,Americas,,,,2000.0
14076,2017,Hydrological,Landslide,,COL,Colombia,South America,Americas,,,,100000.0
14077,2017,Hydrological,Flood,,COL,Colombia,South America,Americas,3.723,-72.674,,
14078,2017,Hydrological,Flood,,COL,Colombia,South America,Americas,1.691,-76.286,,
14079,2017,Meteorological,Storm,,CZE,Czech Republic,Eastern Europe,Europe,,,,2900.0
14080,2017,Meteorological,Storm,,DEU,Germany,Western Europe,Europe,,,,740000.0
